run,round,config_name,loo_r,is_r,gap,adjusted,f1_loo,qwk_loo
1,14,Baseline_g4t0_R5.0,0.701,0.823,0.122,0.7009,0.570,0.581
1,14,Baseline_g4t0_R7.0,0.698,0.820,0.122,0.6982,0.599,0.600
1,14,Baseline_g3t1_R7.0,0.648,0.776,0.128,0.6482,0.536,0.485
1,14,Baseline_g5t1_R10.0,0.663,0.842,0.180,0.6478,0.479,0.444
1,14,Baseline_g3t1_R5.0,0.646,0.776,0.130,0.6459,0.536,0.485
1,14,Baseline_g5t1_R7.0,0.660,0.843,0.183,0.6440,0.641,0.667
1,14,EN_B_a0.1_l0.5,0.679,0.930,0.251,0.6282,,
1,14,EN_B_a0.05_l0.9,0.675,0.933,0.259,0.6203,,
1,14,EN_B_a0.1_l0.3,0.676,0.940,0.264,0.6184,,
1,14,EN_A_a0.1_l0.3,0.682,0.964,0.282,0.6157,,
1,14,EN_A_a0.1_l0.5,0.677,0.954,0.277,0.6136,,
1,14,EN_B_a0.05_l0.5,0.672,0.943,0.270,0.6122,,
1,14,EN_B_a0.05_l0.7,0.671,0.939,0.268,0.6120,,
1,14,EN_B_a0.1_l0.7,0.662,0.920,0.258,0.6076,,
1,14,EN_A_a0.05_l0.9,0.663,0.958,0.295,0.5904,,
1,14,EN_A_a0.1_l0.7,0.655,0.940,0.285,0.5871,,
1,14,EN_A_a0.15_l0.5,0.651,0.936,0.285,0.5836,,
1,14,EN_B_a0.1_l0.9,0.639,0.906,0.268,0.5800,,
1,14,EN_A_a0.15_l0.7,0.638,0.908,0.269,0.5787,,
1,14,EN_A_a0.2_l0.5,0.638,0.912,0.275,0.5753,,
1,14,EN_A_a0.1_l0.9,0.636,0.921,0.286,0.5682,,
1,14,EN_A_a0.15_l0.9,0.622,0.887,0.265,0.5646,,
1,14,EN_A_a0.2_l0.7,0.618,0.886,0.269,0.5581,,
1,14,EN_B_a0.15_l0.7,0.618,0.893,0.276,0.5551,,
1,14,EN_B2_a0.1_l0.7,0.604,0.877,0.273,0.5421,,
1,14,EN_A_a0.3_l0.5,0.605,0.883,0.278,0.5413,,
1,14,EN_B2_a0.2_l0.7,0.561,0.828,0.267,0.5023,,
1,14,EN_B_a0.2_l0.7,0.562,0.858,0.296,0.4890,,
1,14,EN_A_a0.05_l0.5,0.634,0.968,0.334,-1.0000,,
1,14,EN_A_a0.05_l0.7,0.660,0.963,0.303,-1.0000,,
1,14,EN_A_a0.2_l0.9,0.518,0.866,0.349,-1.0000,,
1,14,EN_A_a0.3_l0.7,0.389,0.846,0.457,-1.0000,,
1,14,EN_A_a0.3_l0.9,0.168,0.738,0.570,-1.0000,,
1,14,EN_A_a0.5_l0.5,0.177,0.791,0.613,-1.0000,,
1,14,EN_A_a0.5_l0.7,-0.522,0.653,1.175,-1.0000,,
1,14,EN_A_a0.5_l0.9,-0.982,0.000,0.982,-1.0000,,
1,14,EN_A_a0.05_l0.1,0.468,0.985,0.517,-1.0000,,
1,14,EN_A_a0.1_l0.1,0.578,0.976,0.398,-1.0000,,
1,14,EN_A_a0.2_l0.1,0.663,0.966,0.302,-1.0000,,
1,14,EN_B_a0.3_l0.7,0.311,0.799,0.487,-1.0000,,
1,14,EN_B_a0.5_l0.7,-0.729,0.455,1.185,-1.0000,,
1,14,EN_B2_a0.1_l0.5,0.565,0.887,0.322,-1.0000,,
1,14,EN_B2_a0.3_l0.7,0.325,0.713,0.388,-1.0000,,
1,14,Ridge_A_a30,0.515,0.960,0.444,-1.0000,0.352,0.261
1,14,Ridge_A_a50,0.487,0.954,0.467,-1.0000,0.297,0.182
1,14,Ridge_A_a75,0.455,0.949,0.495,-1.0000,0.232,0.095
1,14,Ridge_A_a100,0.424,0.946,0.522,-1.0000,0.232,0.095
1,14,Ridge_A_a150,0.367,0.941,0.574,-1.0000,0.167,0.000
1,14,Ridge_A_a200,0.311,0.939,0.628,-1.0000,0.167,0.000
1,14,Ridge_A_a300,0.196,0.935,0.739,-1.0000,0.167,0.000
1,14,Ridge_A_a500,-0.041,0.932,0.973,-1.0000,0.167,0.000
1,14,Ridge_B_a30,0.547,0.938,0.390,-1.0000,0.297,0.182
1,14,Ridge_B_a50,0.497,0.932,0.435,-1.0000,0.232,0.095
1,14,Ridge_B_a75,0.446,0.927,0.481,-1.0000,0.167,0.000
1,14,Ridge_B_a100,0.400,0.923,0.524,-1.0000,0.167,0.000
1,14,Ridge_B_a150,0.310,0.918,0.608,-1.0000,0.167,0.000
1,14,Ridge_B_a200,0.220,0.915,0.695,-1.0000,0.167,0.000
1,15,X1_gr+bp_g4t2_R5,0.733,0.890,0.157,0.7290,0.604,0.625
1,15,F_gr_g4t1_R7,0.726,0.843,0.117,0.7261,0.672,0.688
1,15,F_gr_g4t1_R5,0.726,0.844,0.118,0.7259,0.641,0.667
1,15,F_gr_g4t1_R10,0.725,0.843,0.118,0.7251,0.599,0.600
1,15,F_gr_g4t1_R3,0.725,0.844,0.119,0.7250,0.610,0.647
1,15,F_gr_g4t1_R15,0.721,0.841,0.120,0.7214,0.546,0.519
1,15,X1_gr+bp_g4t2_R7,0.725,0.885,0.159,0.7208,0.533,0.533
1,15,A_gr+bp_g4t1_R5,0.714,0.849,0.135,0.7139,0.573,0.606
1,15,A_gr+bp_g4t1_R3,0.714,0.851,0.137,0.7136,0.610,0.647
1,15,A_gr+bp_g4t1_R7,0.713,0.847,0.134,0.7131,0.577,0.606
1,15,A_gr+bp_g4t1_R10,0.711,0.845,0.134,0.7106,0.570,0.581
1,15,E_bp_g4t1_R3,0.709,0.845,0.136,0.7087,0.644,0.686
1,15,X1_gr+bp_g4t2_R10,0.715,0.879,0.164,0.7082,0.562,0.552
1,15,E_bp_g4t1_R5,0.708,0.843,0.135,0.7081,0.607,0.625
1,15,E_bp_g4t1_R7,0.707,0.842,0.136,0.7066,0.607,0.625
1,15,A_gr+bp_g4t1_R15,0.705,0.841,0.137,0.7047,0.546,0.519
1,15,E_bp_g4t1_R10,0.703,0.841,0.137,0.7033,0.600,0.600
1,15,E_bp_g4t1_R15,0.696,0.837,0.141,0.6963,0.512,0.500
1,15,X1_gr+bp_g4t2_R15,0.702,0.871,0.170,0.6918,0.475,0.444
1,15,D_gr+bp_g4t0_R3,0.681,0.827,0.146,0.6812,0.511,0.545
1,15,D_gr+bp_g4t0_R5,0.679,0.824,0.145,0.6787,0.541,0.562
1,15,D_gr+bp_g4t0_R7,0.676,0.820,0.144,0.6757,0.570,0.581
1,15,D_gr+bp_g4t0_R10,0.671,0.816,0.145,0.6710,0.533,0.533
1,15,D_gr+bp_g4t0_R15,0.663,0.811,0.148,0.6634,0.407,0.370
1,15,X5_gr_g3t1_R10,0.650,0.776,0.125,0.6502,0.405,0.286
1,15,X5_gr_g3t1_R7,0.648,0.776,0.128,0.6482,0.536,0.485
1,15,X5_gr_g5t1_R10,0.663,0.842,0.180,0.6478,0.479,0.444
1,15,X5_gr_g3t1_R5,0.646,0.776,0.130,0.6459,0.536,0.485
1,15,X5_gr_g5t1_R7,0.660,0.843,0.183,0.6440,0.641,0.667
1,15,X5_gr_g5t1_R5,0.657,0.844,0.187,0.6381,0.605,0.571
1,15,B_gr+bp_g3t1_R10,0.631,0.776,0.145,0.6308,0.405,0.286
1,15,B_gr+bp_g3t1_R15,0.631,0.773,0.143,0.6306,0.404,0.240
1,15,X4_bp_g5t1_R5,0.652,0.848,0.196,0.6293,0.536,0.485
1,15,B_gr+bp_g3t1_R7,0.629,0.777,0.148,0.6290,0.500,0.438
1,15,X4_bp_g5t1_R7,0.651,0.846,0.195,0.6283,0.529,0.533
1,15,B_gr+bp_g3t1_R5,0.627,0.777,0.151,0.6265,0.500,0.438
1,15,X4_bp_g3t1_R7,0.625,0.767,0.142,0.6248,0.487,0.400
1,15,X4_bp_g5t1_R10,0.648,0.844,0.196,0.6246,0.452,0.429
1,15,X4_bp_g3t1_R5,0.625,0.767,0.142,0.6245,0.469,0.424
1,15,X4_bp_g3t1_R10,0.624,0.765,0.141,0.6241,0.487,0.400
1,15,C_gr+bp_g5t1_R10,0.648,0.845,0.198,0.6236,0.407,0.370
1,15,C_gr+bp_g5t1_R15,0.645,0.841,0.196,0.6227,0.333,0.250
1,15,B_gr+bp_g3t1_R3,0.623,0.778,0.154,0.6211,0.536,0.485
1,15,C_gr+bp_g5t1_R7,0.646,0.848,0.202,0.6201,0.541,0.562
1,15,C_gr+bp_g5t1_R5,0.643,0.850,0.207,0.6141,0.536,0.485
1,15,C_gr+bp_g5t1_R3,0.636,0.852,0.216,0.6028,0.568,0.529
1,15,X2_gr+bp_g3t0_R10,0.584,0.757,0.173,0.5725,0.359,0.222
1,15,X2_gr+bp_g3t0_R7,0.583,0.761,0.178,0.5688,0.417,0.333
1,15,X2_gr+bp_g3t0_R5,0.581,0.763,0.182,0.5649,0.417,0.333
1,15,X3_gr+bp_g5t0_R7,0.604,0.838,0.234,0.5623,0.422,0.333
1,15,X3_gr+bp_g5t0_R5,0.605,0.842,0.236,0.5619,0.500,0.438
1,15,X3_gr+bp_g5t0_R10,0.601,0.833,0.232,0.5606,0.407,0.370
1,15,X7_gr+bp_g6t1_R15,0.603,0.866,0.263,0.5459,0.381,0.320
1,15,X7_gr+bp_g6t1_R10,0.603,0.870,0.267,0.5449,0.475,0.444
1,15,X7_gr+bp_g6t1_R7,0.601,0.872,0.271,0.5402,0.600,0.600
1,15,X6_gr+bp_g2t1_R10,0.477,0.747,0.269,0.4175,0.378,0.276
1,15,X6_gr+bp_g2t1_R7,0.477,0.749,0.271,0.4168,0.354,0.267
1,15,X6_gr+bp_g2t1_R5,0.477,0.750,0.273,0.4151,0.329,0.258
1,16,R_gr+bp_g4t3_R5,0.747,0.910,0.164,0.7399,0.644,0.667
1,16,H_gr+bp_g4t2_R3,0.740,0.896,0.156,0.7368,0.641,0.667
1,16,H_gr+bp_g4t2_R5,0.733,0.890,0.157,0.7290,0.604,0.625
1,16,R_gr+bp_g4t3_R7,0.737,0.906,0.169,0.7277,0.609,0.625
1,16,G_gr_g4t1_R7,0.726,0.843,0.117,0.7261,0.672,0.688
1,16,G_gr_g4t1_R5,0.726,0.844,0.118,0.7259,0.641,0.667
1,16,I_noHC_g4t1_R5,0.725,0.841,0.115,0.7255,0.676,0.706
1,16,G_gr_g4t1_R10,0.725,0.843,0.118,0.7251,0.599,0.600
1,16,I_noHC_g4t1_R7,0.725,0.841,0.116,0.7247,0.607,0.625
1,16,I_noHC_g4t1_R10,0.723,0.840,0.118,0.7226,0.628,0.621
1,16,H_gr+bp_g4t2_R7,0.725,0.885,0.159,0.7208,0.533,0.533
1,16,D_noHC_g4t2_R3,0.718,0.869,0.151,0.7181,0.580,0.629
1,16,D_noHC_g4t2_R5,0.718,0.868,0.150,0.7177,0.641,0.667
1,16,D_noHC_g4t2_R7,0.717,0.867,0.151,0.7164,0.533,0.533
1,16,A_gr_g4t2_R5,0.716,0.868,0.152,0.7148,0.541,0.562
1,16,Q_gr_g4t3_R5,0.726,0.899,0.173,0.7146,0.610,0.647
1,16,A_gr_g4t2_R7,0.715,0.866,0.151,0.7146,0.533,0.533
1,16,F_gr+bp_g4t1_R5,0.714,0.849,0.135,0.7139,0.573,0.606
1,16,D_noHC_g4t2_R10,0.715,0.866,0.152,0.7138,0.521,0.500
1,16,F_gr+bp_g4t1_R3,0.714,0.851,0.137,0.7136,0.610,0.647
1,16,A_gr_g4t2_R3,0.715,0.869,0.154,0.7135,0.547,0.588
1,16,F_gr+bp_g4t1_R7,0.713,0.847,0.134,0.7131,0.577,0.606
1,16,Q_gr_g4t3_R7,0.724,0.897,0.173,0.7127,0.607,0.625
1,16,A_gr_g4t2_R10,0.713,0.864,0.152,0.7117,0.493,0.483
1,16,R_gr+bp_g4t3_R10,0.724,0.900,0.176,0.7115,0.600,0.600
1,16,F_gr+bp_g4t1_R10,0.711,0.845,0.134,0.7106,0.570,0.581
1,16,Q_gr_g4t3_R10,0.720,0.894,0.174,0.7079,0.519,0.500
1,16,A_gr_g4t2_R15,0.707,0.861,0.154,0.7055,0.475,0.444
1,16,F_gr+bp_g4t1_R15,0.705,0.841,0.137,0.7047,0.546,0.519
1,16,M_gr+bp_g5t2_R5,0.696,0.894,0.197,0.6727,0.570,0.581
1,16,M_gr+bp_g5t2_R7,0.690,0.888,0.198,0.6662,0.533,0.533
1,16,J_noHC_g5t2_R7,0.680,0.868,0.188,0.6612,0.570,0.581
1,16,J_noHC_g5t2_R5,0.680,0.869,0.189,0.6609,0.607,0.625
1,16,J_noHC_g5t2_R10,0.679,0.866,0.188,0.6600,0.521,0.500
1,16,M_gr+bp_g5t2_R10,0.681,0.881,0.200,0.6563,0.562,0.552
1,16,E_noHC_g5t1_R5,0.667,0.843,0.176,0.6541,0.565,0.500
1,16,E_noHC_g5t1_R7,0.667,0.843,0.176,0.6536,0.529,0.533
1,16,E_noHC_g5t1_R10,0.664,0.842,0.177,0.6507,0.493,0.483
1,16,C_gr_g5t2_R10,0.672,0.864,0.193,0.6503,0.475,0.444
1,16,B_gr_g5t1_R10,0.663,0.842,0.180,0.6478,0.479,0.444
1,16,C_gr_g5t2_R7,0.671,0.867,0.196,0.6478,0.541,0.562
1,16,B_gr_g5t1_R15,0.662,0.840,0.178,0.6477,0.400,0.333
1,16,B_gr_g5t1_R7,0.660,0.843,0.183,0.6440,0.641,0.667
1,16,C_gr_g5t2_R5,0.668,0.869,0.201,0.6424,0.541,0.562
1,16,B_gr_g5t1_R5,0.657,0.844,0.187,0.6381,0.605,0.571
1,16,C_gr_g5t2_R3,0.662,0.870,0.208,0.6335,0.577,0.606
1,16,B_gr_g5t1_R3,0.650,0.844,0.195,0.6272,0.636,0.611
1,16,L_gr+bp_g5t1_R10,0.648,0.845,0.198,0.6236,0.407,0.370
1,16,P_gr_g6t2_R10,0.661,0.887,0.227,0.6224,0.407,0.370
1,16,P_gr_g6t2_R15,0.659,0.884,0.225,0.6213,0.433,0.385
1,16,L_gr+bp_g5t1_R7,0.646,0.848,0.202,0.6201,0.541,0.562
1,16,P_gr_g6t2_R7,0.659,0.890,0.231,0.6184,0.452,0.429
1,16,L_gr+bp_g5t1_R5,0.643,0.850,0.207,0.6141,0.536,0.485
1,16,K_gr_g3t2_R10,0.595,0.786,0.191,0.5747,0.452,0.429
1,16,O_gr_g6t1_R15,0.620,0.866,0.246,0.5715,0.400,0.333
1,16,O_gr_g6t1_R10,0.620,0.868,0.248,0.5705,0.423,0.385
1,16,O_gr_g6t1_R7,0.617,0.869,0.252,0.5661,0.559,0.552
1,16,K_gr_g3t2_R7,0.589,0.788,0.198,0.5653,0.461,0.387
1,16,K_gr_g3t2_R5,0.583,0.789,0.205,0.5559,0.461,0.387
1,16,N_gr+bp_g3t2_R10,0.580,0.793,0.213,0.5489,0.493,0.483
1,16,N_gr+bp_g3t2_R7,0.576,0.797,0.221,0.5405,0.487,0.400
1,16,N_gr+bp_g3t2_R5,0.570,0.799,0.228,0.5314,0.528,0.485
1,17,A_gr+bp_g4t3_R2,0.761,0.917,0.156,0.7584,0.679,0.722
1,17,A_gr+bp_g4t3_R3,0.756,0.915,0.158,0.7523,0.710,0.743
1,17,A_gr+bp_g4t3_R4,0.752,0.913,0.161,0.7462,0.677,0.706
1,17,B_gr+bp_g4t4_R3,0.750,0.915,0.165,0.7425,0.646,0.686
1,17,N_gr+bp_g4t5_R7,0.747,0.908,0.161,0.7414,0.542,0.562
1,17,B_gr+bp_g4t4_R4,0.748,0.913,0.165,0.7408,0.646,0.686
1,17,D_gr_g4t4_R5,0.744,0.901,0.157,0.7405,0.547,0.588
1,17,D_gr_g4t4_R3,0.745,0.904,0.159,0.7403,0.580,0.629
1,17,A_gr+bp_g4t3_R5,0.747,0.910,0.164,0.7399,0.644,0.667
1,17,D_gr_g4t4_R7,0.742,0.899,0.157,0.7387,0.511,0.545
1,17,B_gr+bp_g4t4_R5,0.746,0.911,0.165,0.7382,0.646,0.686
1,17,G_gr+bp_g4t2_R3,0.740,0.896,0.156,0.7368,0.641,0.667
1,17,B_gr+bp_g4t4_R6,0.743,0.908,0.165,0.7351,0.646,0.686
1,17,D_gr_g4t4_R10,0.738,0.895,0.157,0.7338,0.556,0.552
1,17,A_gr+bp_g4t3_R6,0.742,0.908,0.166,0.7337,0.609,0.625
1,17,N_gr+bp_g4t5_R10,0.739,0.902,0.163,0.7327,0.467,0.467
1,17,B_gr+bp_g4t4_R7,0.740,0.906,0.166,0.7318,0.615,0.647
1,17,G_gr+bp_g4t2_R5,0.733,0.890,0.157,0.7290,0.604,0.625
1,17,B_gr+bp_g4t4_R8,0.737,0.904,0.167,0.7284,0.580,0.606
1,17,A_gr+bp_g4t3_R7,0.737,0.906,0.169,0.7277,0.609,0.625
1,17,F_gr_g4t1_R7,0.726,0.843,0.117,0.7261,0.672,0.688
1,17,F_gr_g4t1_R5,0.726,0.844,0.118,0.7259,0.641,0.667
1,17,F_gr_g4t1_R10,0.725,0.843,0.118,0.7251,0.599,0.600
1,17,A_gr+bp_g4t3_R8,0.733,0.904,0.171,0.7220,0.637,0.645
1,17,B_gr+bp_g4t4_R10,0.731,0.899,0.168,0.7215,0.562,0.552
1,17,G_gr+bp_g4t2_R7,0.725,0.885,0.159,0.7208,0.533,0.533
1,17,N_gr+bp_g4t5_R15,0.726,0.893,0.167,0.7179,0.339,0.296
1,17,C_gr_g4t3_R4,0.727,0.900,0.174,0.7149,0.610,0.647
1,17,L_gr_g4t2_R5,0.716,0.868,0.152,0.7148,0.541,0.562
1,17,C_gr_g4t3_R3,0.727,0.901,0.174,0.7148,0.612,0.667
1,17,C_gr_g4t3_R5,0.726,0.899,0.173,0.7146,0.610,0.647
1,17,L_gr_g4t2_R7,0.715,0.866,0.151,0.7146,0.533,0.533
1,17,C_gr_g4t3_R2,0.727,0.902,0.175,0.7139,0.612,0.667
1,17,E_gr+bp_g4t1_R5,0.714,0.849,0.135,0.7139,0.573,0.606
1,17,C_gr_g4t3_R6,0.725,0.898,0.173,0.7138,0.577,0.606
1,17,L_gr_g4t2_R3,0.715,0.869,0.154,0.7135,0.547,0.588
1,17,E_gr+bp_g4t1_R7,0.713,0.847,0.134,0.7131,0.577,0.606
1,17,C_gr_g4t3_R7,0.724,0.897,0.173,0.7127,0.607,0.625
1,17,C_gr_g4t3_R8,0.723,0.896,0.173,0.7113,0.570,0.581
1,17,E_gr+bp_g4t1_R10,0.711,0.845,0.134,0.7106,0.570,0.581
1,17,K_gr+bp_g5t4_R7,0.709,0.908,0.199,0.6845,0.535,0.533
1,17,K_gr+bp_g5t4_R10,0.700,0.901,0.201,0.6750,0.454,0.429
1,17,I_gr+bp_g5t3_R5,0.694,0.913,0.219,0.6594,0.573,0.581
1,17,K_gr+bp_g5t4_R15,0.686,0.891,0.205,0.6583,0.455,0.400
1,17,I_gr+bp_g5t3_R7,0.686,0.908,0.223,0.6493,0.573,0.581
1,17,I_gr+bp_g5t3_R10,0.675,0.901,0.226,0.6370,0.479,0.444
1,17,O_gr_g5t3_R10,0.666,0.894,0.229,0.6265,0.407,0.370
1,17,O_gr_g5t3_R7,0.666,0.898,0.232,0.6246,0.505,0.516
1,17,O_gr_g5t3_R5,0.664,0.900,0.236,0.6205,0.542,0.562
1,17,J_gr+bp_g3t4_R10,0.593,0.834,0.241,0.5478,0.433,0.385
1,17,J_gr+bp_g3t4_R7,0.583,0.836,0.253,0.5311,0.468,0.357
1,17,J_gr+bp_g3t4_R5,0.571,0.838,0.267,0.5126,0.468,0.357
1,17,M_gr_g3t3_R7,0.567,0.835,0.268,0.5087,0.405,0.286
1,17,M_gr_g3t3_R5,0.560,0.836,0.276,0.4972,0.405,0.286
1,17,H_gr+bp_g3t3_R7,0.553,0.837,0.284,0.4859,0.405,0.286
1,17,M_gr_g3t3_R3,0.550,0.838,0.288,0.4806,0.356,0.267
1,17,H_gr+bp_g3t3_R5,0.547,0.838,0.292,0.4758,0.379,0.276
1,17,H_gr+bp_g3t3_R3,0.537,0.840,0.303,-1.0000,0.428,0.375
1,18,B_2HC_g4t3_EN_a0.01_l10.5,0.770,0.920,0.150,0.7705,0.679,0.722
1,18,B_2HC_g4t3_EN_a0.01_l10.3,0.770,0.920,0.150,0.7698,0.679,0.722
1,18,B_2HC_g4t3_EN_a0.01_l10.1,0.769,0.921,0.152,0.7687,0.679,0.722
1,18,A_2HC_g4t3_Ridge1.0,0.766,0.920,0.153,0.7647,0.679,0.722
1,18,A_2HC_g4t3_Ridge1.5,0.764,0.918,0.154,0.7616,0.679,0.722
1,18,B_2HC_g4t3_EN_a0.05_l10.1,0.762,0.917,0.155,0.7594,0.676,0.706
1,18,A_2HC_g4t3_Ridge2.0,0.761,0.917,0.156,0.7584,0.679,0.722
1,18,A_2HC_g4t3_Ridge2.5,0.759,0.916,0.157,0.7550,0.710,0.743
1,18,A_2HC_g4t3_Ridge3.0,0.756,0.915,0.158,0.7523,0.710,0.743
1,18,B_2HC_g4t3_EN_a0.05_l10.3,0.753,0.913,0.161,0.7470,0.642,0.686
1,18,A_2HC_g4t3_Ridge4.0,0.752,0.913,0.161,0.7462,0.677,0.706
1,18,E_2HC_g4t2_Ridge1.5,0.746,0.902,0.156,0.7431,0.641,0.667
1,18,F_2HC_g4t4_Ridge3.0,0.750,0.915,0.165,0.7425,0.646,0.686
1,18,F_2HC_g4t4_Ridge2.0,0.751,0.917,0.167,0.7424,0.646,0.686
1,18,E_2HC_g4t2_Ridge2.0,0.744,0.900,0.156,0.7409,0.641,0.667
1,18,A_2HC_g4t3_Ridge5.0,0.747,0.910,0.164,0.7399,0.644,0.667
1,18,B_2HC_g4t3_EN_a0.1_l10.1,0.747,0.912,0.165,0.7397,0.644,0.686
1,18,F_2HC_g4t4_Ridge5.0,0.746,0.911,0.165,0.7382,0.646,0.686
1,18,E_2HC_g4t2_Ridge3.0,0.740,0.896,0.156,0.7368,0.641,0.667
1,18,F_2HC_g4t4_Ridge7.0,0.740,0.906,0.166,0.7318,0.615,0.647
1,18,B_2HC_g4t3_EN_a0.05_l10.5,0.740,0.909,0.169,0.7307,0.642,0.686
1,18,C_3HC_g4t3_Ridge1.5,0.743,0.917,0.174,0.7307,0.708,0.757
1,18,E_2HC_g4t2_Ridge5.0,0.733,0.890,0.157,0.7290,0.604,0.625
1,18,C_3HC_g4t3_Ridge2.0,0.741,0.916,0.175,0.7286,0.708,0.757
1,18,C_3HC_g4t3_Ridge2.5,0.740,0.915,0.175,0.7276,0.708,0.757
1,18,C_3HC_g4t3_Ridge3.0,0.739,0.913,0.175,0.7264,0.676,0.722
1,18,D_3HC_g4t3_EN_a0.05_l10.1,0.739,0.916,0.177,0.7261,0.708,0.757
1,18,C_3HC_g4t3_Ridge5.0,0.734,0.909,0.175,0.7213,0.611,0.647
1,18,D_3HC_g4t3_EN_a0.1_l10.1,0.727,0.911,0.183,0.7108,0.644,0.686
1,18,D_3HC_g4t3_EN_a0.05_l10.3,0.727,0.913,0.186,0.7086,0.676,0.722
1,18,B_2HC_g4t3_EN_a0.1_l10.3,0.722,0.902,0.181,0.7065,0.570,0.581
1,18,I_3HC_g4t2_EN_a0.05_l10.1,0.720,0.904,0.184,0.7033,0.611,0.647
1,18,B_2HC_g4t3_EN_a0.2_l10.1,0.719,0.900,0.181,0.7031,0.607,0.625
1,18,D_3HC_g4t3_EN_a0.2_l10.1,0.713,0.900,0.187,0.6945,0.577,0.606
1,18,D_3HC_g4t3_EN_a0.05_l10.5,0.716,0.909,0.193,0.6941,0.676,0.722
1,18,B_2HC_g4t3_EN_a0.1_l10.5,0.704,0.893,0.189,0.6850,0.493,0.483
1,18,I_3HC_g4t2_EN_a0.1_l10.1,0.705,0.897,0.192,0.6843,0.611,0.647
1,18,D_3HC_g4t3_EN_a0.1_l10.3,0.706,0.903,0.197,0.6820,0.644,0.686
1,18,I_3HC_g4t2_EN_a0.05_l10.3,0.702,0.900,0.198,0.6783,0.611,0.647
1,18,H_2HC_g5t3_Ridge2.0,0.708,0.922,0.214,0.6757,0.607,0.625
1,18,B_2HC_g4t3_EN_a0.2_l10.3,0.695,0.889,0.194,0.6735,0.407,0.370
1,18,H_2HC_g5t3_Ridge3.0,0.703,0.919,0.215,0.6703,0.573,0.581
1,18,B_2HC_g4t3_EN_a0.5_l10.1,0.691,0.884,0.193,0.6693,0.352,0.261
1,18,D_3HC_g4t3_EN_a0.1_l10.5,0.690,0.897,0.208,0.6610,0.541,0.562
1,18,H_2HC_g5t3_Ridge5.0,0.694,0.913,0.219,0.6594,0.573,0.581
1,18,I_3HC_g4t2_EN_a0.1_l10.3,0.682,0.888,0.206,0.6541,0.611,0.647
1,18,H_2HC_g5t3_Ridge7.0,0.686,0.908,0.223,0.6493,0.573,0.581
1,18,D_3HC_g4t3_EN_a0.2_l10.3,0.676,0.894,0.218,0.6418,0.339,0.296
1,18,B_2HC_g4t3_EN_a0.2_l10.5,0.656,0.887,0.231,0.6154,0.278,0.174
1,18,D_3HC_g4t3_EN_a0.2_l10.5,0.647,0.887,0.240,0.6025,0.278,0.174
1,18,B_2HC_g4t3_EN_a0.5_l10.3,0.583,0.877,0.294,0.5111,0.232,0.095
1,18,G_2HC_g3t3_Ridge5.0,0.547,0.838,0.292,0.4758,0.379,0.276
1,18,B_2HC_g4t3_EN_a0.5_l10.5,0.181,0.791,0.610,-1.0000,0.167,0.000
1,18,G_2HC_g3t3_Ridge1.5,0.525,0.840,0.315,-1.0000,0.459,0.424
1,18,G_2HC_g3t3_Ridge2.0,0.530,0.840,0.310,-1.0000,0.459,0.424
1,18,G_2HC_g3t3_Ridge3.0,0.537,0.840,0.303,-1.0000,0.428,0.375
1,19,A_2HC_g4t3_EN01_05,0.770,0.920,0.150,0.7705,0.679,0.722
1,19,B_3HC_mtp_g4t3_EN0.01_0.5,0.770,0.920,0.150,0.7705,0.679,0.722
1,19,E_3HC_stp_g4t3_EN0.01_0.5,0.770,0.920,0.150,0.7705,0.679,0.722
1,19,F_3HC_fhtp_g4t3_EN0.01_0.5,0.770,0.920,0.150,0.7705,0.679,0.722
1,19,B_3HC_mtp_g4t3_EN0.01_0.3,0.770,0.920,0.150,0.7698,0.679,0.722
1,19,A_2HC_g4t3_Rdg1.5,0.764,0.918,0.154,0.7616,0.679,0.722
1,19,A_2HC_g4t3_Rdg2,0.761,0.917,0.156,0.7584,0.679,0.722
1,19,B_3HC_mtp_g4t3_Rdg2.0,0.761,0.917,0.156,0.7584,0.679,0.722
1,19,E_3HC_stp_g4t3_Rdg2.0,0.761,0.917,0.156,0.7584,0.679,0.722
1,19,F_3HC_fhtp_g4t3_Rdg2.0,0.761,0.917,0.156,0.7584,0.679,0.722
1,19,A_2HC_g4t3_Rdg2.5,0.759,0.916,0.157,0.7550,0.710,0.743
1,19,B_3HC_mtp_g4t3_Rdg3.0,0.756,0.915,0.158,0.7523,0.710,0.743
1,19,E_3HC_stp_g4t3_Rdg3.0,0.756,0.915,0.158,0.7523,0.710,0.743
1,19,F_3HC_fhtp_g4t3_Rdg3.0,0.756,0.915,0.158,0.7523,0.710,0.743
1,19,B_3HC_mtp_g4t3_EN0.05_0.3,0.753,0.913,0.161,0.7470,0.642,0.686
1,19,G_3HC_mtp_g4t2_EN01_05,0.749,0.906,0.157,0.7451,0.641,0.667
1,19,G_3HC_mtp_g4t4_Rdg2.0,0.751,0.917,0.167,0.7424,0.646,0.686
1,19,G_3HC_mtp_g4t2_Rdg2.0,0.744,0.900,0.156,0.7409,0.641,0.667
1,19,G_3HC_mtp_g4t4_EN01_05,0.750,0.920,0.170,0.7403,0.646,0.686
1,19,B_3HC_mtp_g4t3_Rdg5.0,0.747,0.910,0.164,0.7399,0.644,0.667
1,19,C_3HC_tnr_g4t3_EN0.01_0.5,0.745,0.920,0.175,0.7322,0.644,0.703
