run,round,config_name,loo_r,is_r,gap,adjusted,f1_loo,qwk_loo
5,15,ens_tpls_lntc_r50_gpls_lntc_r50_w0.5,0.4634,0.7612,0.2978,0.3895,0.1667,0.0000
5,15,ens_scalar_gl_r10_tpls_gl_r100_w0.6,0.4053,0.5885,0.1832,0.3887,0.2865,0.1818
5,15,scalar_gpf_logntc_r10.0,0.3881,0.5161,0.1281,0.3881,0.3303,0.2963
5,15,ens3_scalar_glbp_r10_tpls_gl_r100_gpls_gl_r100_w0.40_0.30_0.30,0.4214,0.6384,0.2171,0.3878,0.2315,0.0952
5,15,ens_tpls_lntc_r50_gpls_gl_r100_w0.6,0.4592,0.7526,0.2934,0.3876,0.1667,0.0000
5,15,ens_scalar_glbp_r10_tpls_lntc_r100_w0.4,0.4294,0.6632,0.2338,0.3875,0.2315,0.0952
5,15,ens_scalar_glbp_r10_gpls_lntc_r100_w0.6,0.4103,0.6062,0.1959,0.3873,0.2865,0.1818
5,15,ens_scalar_gl_r10_tpls_lntc_r100_w0.7,0.3994,0.5745,0.1752,0.3868,0.2315,0.0952
5,15,ens_scalar_glbp_r10_gpls_gl_r100_w0.5,0.4124,0.6139,0.2015,0.3867,0.2865,0.1818
5,15,ens_scalar_gl_r10_tpls_gl_r100_w0.5,0.4100,0.6094,0.1993,0.3854,0.1667,0.0000
5,15,ens_tpls_gl_r50_gpls_gl_r100_w0.5,0.4483,0.7250,0.2767,0.3850,0.2315,0.0952
5,15,ens_scalar_glbp_r5_tpls_lntc_r100_w0.3,0.4342,0.6831,0.2489,0.3848,0.1667,0.0000
5,15,ens_scalar_glbp_r10_tpls_gl_r200_w0.6,0.4014,0.5857,0.1842,0.3843,0.2865,0.1818
5,15,ens_scalar_gl_r10_gpls_gl_r100_w0.6,0.3999,0.5823,0.1824,0.3837,0.2865,0.1818
5,15,ens3_scalar_glbp_r10_tpls_gl_r100_gpls_gl_r100_w0.34_0.33_0.33,0.4223,0.6500,0.2277,0.3834,0.2315,0.0952
5,15,ens3_scalar_gl_r10_tpls_gl_r100_gpls_gl_r100_w0.50_0.25_0.25,0.4070,0.6062,0.1992,0.3824,0.2315,0.0952
5,15,ens_scalar_glbp_r5_tpls_gl_r200_w0.5,0.4038,0.5971,0.1932,0.3822,0.2865,0.1818
5,15,ens_scalar_gl_r10_tpls_lntc_r100_w0.6,0.4037,0.5978,0.1941,0.3817,0.1667,0.0000
5,15,ens_scalar_gl_r10_tpls_gl_r100_w0.4,0.4148,0.6312,0.2165,0.3815,0.1667,0.0000
5,15,ens_tpls_lntc_r50_gpls_gl_r100_w0.5,0.4522,0.7480,0.2958,0.3793,0.1667,0.0000
5,15,ens3_scalar_gl_r10_tpls_gl_r100_gpls_gl_r100_w0.40_0.40_0.20,0.4124,0.6291,0.2167,0.3791,0.1667,0.0000
5,15,ens_scalar_glbp_r10_tpls_lntc_r100_w0.3,0.4316,0.6889,0.2573,0.3780,0.1667,0.0000
5,15,ens_scalar_glbp_r10_gpls_gl_r100_w0.4,0.4122,0.6308,0.2186,0.3779,0.2315,0.0952
5,15,ens_scalar_gl_r10_gpls_gl_r100_w0.5,0.4024,0.6014,0.1990,0.3779,0.2315,0.0952
5,15,ens3_scalar_gl_r10_tpls_gl_r100_gpls_gl_r100_w0.40_0.30_0.30,0.4108,0.6276,0.2168,0.3774,0.2315,0.0952
5,15,ens_scalar_glbp_r10_gpls_lntc_r100_w0.5,0.4099,0.6257,0.2158,0.3770,0.2865,0.1818
5,15,ens_scalar_gl_r10_tpls_gl_r200_w0.7,0.3846,0.5499,0.1653,0.3769,0.2315,0.0952
5,15,ens_scalar_gl_r10_tpls_gl_r100_w0.3,0.4191,0.6537,0.2346,0.3768,0.1667,0.0000
5,15,ens_scalar_gl_r10_tpls_lntc_r100_w0.5,0.4082,0.6231,0.2149,0.3757,0.1667,0.0000
5,15,ens_scalar_gl_r10_gpls_lntc_r100_w0.6,0.3971,0.5905,0.1934,0.3754,0.2315,0.0952
5,15,ens_tpls_gl_r100_gpls_gl_r50_w0.5,0.4397,0.7209,0.2812,0.3741,0.2315,0.0952
5,15,ens3_scalar_gl_r10_tpls_gl_r100_gpls_gl_r100_w0.34_0.33_0.33,0.4129,0.6409,0.2281,0.3738,0.1667,0.0000
5,15,scalar_gpf_logntc_r20.0,0.3734,0.5161,0.1427,0.3734,0.2135,0.0909
5,15,ens_scalar_glbp_r10_tpls_gl_r200_w0.5,0.3982,0.6003,0.2021,0.3722,0.2315,0.0952
5,15,ens_tpls_gl_r100_gpls_gl_r50_w0.6,0.4386,0.7219,0.2833,0.3719,0.2315,0.0952
5,15,ens_scalar_gl_r10_gpls_gl_r100_w0.4,0.4042,0.6215,0.2173,0.3706,0.2315,0.0952
5,15,ens_tpls_gl_r100_gpls_gl_r50_w0.7,0.4366,0.7224,0.2859,0.3686,0.2315,0.0952
5,15,ens_scalar_gl_r10_tpls_lntc_r100_w0.4,0.4124,0.6502,0.2379,0.3684,0.1667,0.0000
5,15,ens_scalar_glbp_r5_tpls_gl_r200_w0.4,0.3994,0.6136,0.2142,0.3674,0.2315,0.0952
5,15,ens_scalar_gl_r10_tpls_gl_r200_w0.6,0.3826,0.5646,0.1820,0.3666,0.1667,0.0000
5,15,ens_scalar_gl_r10_gpls_lntc_r100_w0.5,0.3986,0.6134,0.2148,0.3662,0.1667,0.0000
5,15,ens_scalar_glbp_r10_gpls_lntc_r100_w0.4,0.4083,0.6467,0.2384,0.3641,0.2315,0.0952
5,15,ens_scalar_gl_r10_tpls_lntc_r100_w0.3,0.4156,0.6787,0.2631,0.3590,0.1667,0.0000
5,15,ens_scalar_glbp_r10_tpls_gl_r200_w0.4,0.3935,0.6174,0.2238,0.3566,0.2315,0.0952
5,15,A_gpf_logntc_bp_tpls1_r100,0.4239,0.7120,0.2881,0.3548,0.2315,0.0952
5,15,ens_scalar_gl_r10_gpls_lntc_r100_w0.4,0.3989,0.6378,0.2389,0.3544,0.1667,0.0000
5,15,ens_scalar_gl_r10_tpls_gl_r200_w0.5,0.3797,0.5816,0.2018,0.3538,0.1667,0.0000
5,15,A_gpf_logntc_tpls1_r100,0.4219,0.7189,0.2970,0.3484,0.1667,0.0000
5,15,ens_scalar_glbp_r5_tpls_gl_r200_w0.3,0.3925,0.6335,0.2410,0.3470,0.1667,0.0000
5,15,ens_scalar_gl_r10_tpls_gl_r200_w0.4,0.3756,0.6013,0.2257,0.3378,0.1667,0.0000
5,15,ens_scalar_glbp_r10_tpls_gl_r200_w0.3,0.3862,0.6373,0.2511,0.3357,0.1667,0.0000
5,15,scalar_gpf_logntc_bp_r50.0,0.3483,0.5405,0.1923,0.3271,0.1667,0.0000
5,15,ens_scalar_gl_r10_tpls_gl_r200_w0.3,0.3693,0.6243,0.2549,0.3169,0.1667,0.0000
5,15,scalar_gpf_logntc_r50.0,0.3229,0.5161,0.1932,0.3013,0.1667,0.0000
5,15,A_gpf_logntc_tpls1_r200,0.3084,0.7129,0.4046,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_tpls1_r500,-0.0929,0.7089,0.8018,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_tpls1_r1000,-0.6183,0.7075,1.3258,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_tpls2_r10,0.5656,0.8847,0.3192,-1.0000,0.4070,0.3704
5,15,A_gpf_logntc_tpls2_r50,0.5310,0.8377,0.3067,-1.0000,0.3519,0.2609
5,15,A_gpf_logntc_tpls2_r100,0.4960,0.8258,0.3297,-1.0000,0.2315,0.0952
5,15,A_gpf_logntc_tpls2_r200,0.4192,0.8179,0.3987,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_tpls2_r500,0.1352,0.8123,0.6771,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_tpls2_r1000,-0.3744,0.8102,1.1846,-1.0000,0.1667,0.0000
5,15,A_logntc_tpls1_r100,0.3963,0.7596,0.3634,-1.0000,0.1667,0.0000
5,15,A_logntc_tpls1_r200,0.2201,0.7582,0.5381,-1.0000,0.1667,0.0000
5,15,A_logntc_tpls1_r500,-0.3615,0.7571,1.1186,-1.0000,0.1667,0.0000
5,15,A_logntc_tpls1_r1000,-0.8153,0.7567,1.5719,-1.0000,0.1667,0.0000
5,15,A_logntc_tpls2_r10,0.5728,0.8869,0.3142,-1.0000,0.4524,0.4286
5,15,A_logntc_tpls2_r20,0.5639,0.8692,0.3052,-1.0000,0.3519,0.2609
5,15,A_logntc_tpls2_r50,0.5379,0.8552,0.3173,-1.0000,0.3519,0.2609
5,15,A_logntc_tpls2_r100,0.4935,0.8455,0.3520,-1.0000,0.1667,0.0000
5,15,A_logntc_tpls2_r200,0.3902,0.8386,0.4484,-1.0000,0.1667,0.0000
5,15,A_logntc_tpls2_r500,-0.0063,0.8334,0.8397,-1.0000,0.1667,0.0000
5,15,A_logntc_tpls2_r1000,-0.5854,0.8314,1.4168,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_bp_tpls1_r200,0.3211,0.7033,0.3823,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_bp_tpls1_r500,-0.0410,0.6970,0.7381,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_bp_tpls1_r1000,-0.5574,0.6946,1.2520,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_bp_tpls2_r10,0.5672,0.8875,0.3203,-1.0000,0.4785,0.4444
5,15,A_gpf_logntc_bp_tpls2_r20,0.5628,0.8633,0.3004,-1.0000,0.4304,0.3846
5,15,A_gpf_logntc_bp_tpls2_r50,0.5331,0.8429,0.3098,-1.0000,0.3333,0.2500
5,15,A_gpf_logntc_bp_tpls2_r100,0.4947,0.8297,0.3351,-1.0000,0.2315,0.0952
5,15,A_gpf_logntc_bp_tpls2_r200,0.4231,0.8203,0.3972,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_bp_tpls2_r500,0.1620,0.8131,0.6510,-1.0000,0.1667,0.0000
5,15,A_gpf_logntc_bp_tpls2_r1000,-0.3203,0.8103,1.1305,-1.0000,0.1667,0.0000
5,15,B_direct_tumor_pls1,0.4843,0.8080,0.3237,-1.0000,0.3505,0.2222
5,15,B_direct_tumor_pls2,0.5712,0.9111,0.3399,-1.0000,0.5333,0.5333
5,15,B_direct_tumor_pls3,0.5044,0.9395,0.4351,-1.0000,0.4723,0.5000
5,15,B_direct_gland_pls1,0.4363,0.7785,0.3422,-1.0000,0.4909,0.3704
5,15,B_direct_gland_pls2,0.5459,0.8971,0.3512,-1.0000,0.4444,0.4286
5,15,B_direct_gland_pls3,0.5748,0.9297,0.3548,-1.0000,0.4717,0.4242
5,15,ens_scalar_glbp_r10_direct_tumor_pls2_w0.3,0.5787,0.8935,0.3148,-1.0000,0.4524,0.4286
5,15,ens_scalar_glbp_r10_direct_tumor_pls2_w0.4,0.5750,0.8787,0.3038,-1.0000,0.4304,0.3846
5,15,ens_scalar_gl_r10_direct_tumor_pls2_w0.3,0.5724,0.8906,0.3182,-1.0000,0.4524,0.4286
5,15,ens_scalar_gl_r10_direct_tumor_pls2_w0.4,0.5672,0.8750,0.3077,-1.0000,0.4070,0.3704
5,15,ens_tpls_gl_r100_gpls_gl_r100_w0.5,0.4134,0.7174,0.3040,-1.0000,0.1667,0.0000
5,15,ens_tpls_gl_r100_gpls_gl_r100_w0.6,0.4164,0.7187,0.3024,-1.0000,0.1667,0.0000
5,15,ens_tpls_gl_r100_gpls_gl_r100_w0.7,0.4187,0.7195,0.3008,-1.0000,0.1667,0.0000
5,15,ens_tpls_gl_r100_gpls_lntc_r50_w0.5,0.4381,0.7434,0.3053,-1.0000,0.1667,0.0000
5,15,ens_tpls_gl_r100_gpls_lntc_r50_w0.6,0.4382,0.7416,0.3033,-1.0000,0.1667,0.0000
5,15,ens_tpls_gl_r100_gpls_lntc_r50_w0.7,0.4369,0.7384,0.3015,-1.0000,0.1667,0.0000
5,15,D_gpf_logntc_tpls1_en_a0.05_l10.2,0.4882,0.8096,0.3214,-1.0000,0.4272,0.2963
5,15,D_gpf_logntc_tpls1_en_a0.05_l10.3,0.4894,0.8098,0.3204,-1.0000,0.4272,0.2963
5,15,D_gpf_logntc_tpls1_en_a0.05_l10.5,0.4911,0.8097,0.3186,-1.0000,0.4272,0.2963
5,15,D_gpf_logntc_tpls1_en_a0.05_l10.7,0.4928,0.8087,0.3159,-1.0000,0.3816,0.2308
5,15,D_gpf_logntc_tpls1_en_a0.1_l10.2,0.5000,0.8037,0.3036,-1.0000,0.3851,0.3200
5,15,D_gpf_logntc_tpls1_en_a0.2_l10.7,0.4793,0.7916,0.3123,-1.0000,0.3519,0.2609
5,15,D_gpf_logntc_tpls1_en_a0.5_l10.3,0.4630,0.7709,0.3079,-1.0000,0.3519,0.2609
5,15,D_gpf_logntc_tpls1_en_a0.5_l10.5,0.4142,0.7442,0.3299,-1.0000,0.2315,0.0952
5,15,D_gpf_logntc_tpls1_en_a0.5_l10.7,0.3735,0.7442,0.3707,-1.0000,0.1667,0.0000
5,15,D_gpf_logntc_tpls1_en_a1.0_l10.2,0.3849,0.7588,0.3739,-1.0000,0.1667,0.0000
5,15,D_gpf_logntc_tpls1_en_a1.0_l10.3,0.3393,0.7442,0.4048,-1.0000,0.1667,0.0000
5,15,D_gpf_logntc_tpls1_en_a1.0_l10.5,-0.0574,0.7442,0.8015,-1.0000,0.1667,0.0000
5,15,D_gpf_logntc_tpls1_en_a1.0_l10.7,-1.0000,0.0000,1.0000,-1.0000,0.1667,0.0000
5,15,D_logntc_tpls1_en_a0.2_l10.7,0.4793,0.7916,0.3123,-1.0000,0.3519,0.2609
5,15,D_logntc_tpls1_en_a0.5_l10.3,0.4630,0.7709,0.3079,-1.0000,0.3519,0.2609
5,15,D_logntc_tpls1_en_a0.5_l10.5,0.4142,0.7442,0.3299,-1.0000,0.2315,0.0952
5,15,D_logntc_tpls1_en_a0.5_l10.7,0.3735,0.7442,0.3707,-1.0000,0.1667,0.0000
5,15,D_logntc_tpls1_en_a1.0_l10.2,0.3878,0.7588,0.3710,-1.0000,0.1667,0.0000
5,15,D_logntc_tpls1_en_a1.0_l10.3,0.3393,0.7442,0.4048,-1.0000,0.1667,0.0000
5,15,D_logntc_tpls1_en_a1.0_l10.5,-0.0574,0.7442,0.8015,-1.0000,0.1667,0.0000
5,15,D_logntc_tpls1_en_a1.0_l10.7,-1.0000,0.0000,1.0000,-1.0000,0.1667,0.0000
5,15,E_logntc_tpls1_r100,0.3963,0.7596,0.3634,-1.0000,0.1667,0.0000
5,15,E_logntc_tpls1_r200,0.2201,0.7582,0.5381,-1.0000,0.1667,0.0000
5,15,E_logntc_tpls1_r500,-0.3615,0.7571,1.1186,-1.0000,0.1667,0.0000
5,15,E_tpls1only_r1,0.4824,0.8052,0.3228,-1.0000,0.3553,0.3077
5,15,E_tpls1only_r5,0.4740,0.7954,0.3214,-1.0000,0.3808,0.3200
5,15,E_tpls1only_r10,0.4633,0.7869,0.3237,-1.0000,0.3519,0.2609
5,15,E_tpls1only_r20,0.4453,0.7687,0.3234,-1.0000,0.3519,0.2609
5,15,E_tpls1only_r50,0.3880,0.7442,0.3561,-1.0000,0.1667,0.0000
5,16,both_pca_gpf_logntc_kt1_kg5_r10,0.7132,0.8646,0.1513,0.7126,0.4959,0.4828
5,16,both_pca_gpf_logntc_kt2_kg5_r10,0.7186,0.8814,0.1628,0.7122,0.4651,0.4667
5,16,both_pca_gpf_logntc_kt3_kg5_r5,0.7238,0.9004,0.1766,0.7105,0.5728,0.6061
5,16,both_pca_gpf_logntc_kt3_kg5_r10,0.7205,0.8950,0.1745,0.7082,0.5705,0.5806
5,16,both_pca_gpf_logntc_kt1_kg5_r5,0.7105,0.8668,0.1562,0.7074,0.6088,0.6250
5,16,both_pca_gpf_logntc_kt2_kg5_r5,0.7172,0.8867,0.1695,0.7074,0.5054,0.5161
5,16,both_pca_gpf_logntc_kt1_kg5_r20,0.7069,0.8576,0.1507,0.7066,0.4785,0.4444
5,16,both_pca_gpf_logntc_kt2_kg5_r20,0.7093,0.8732,0.1639,0.7024,0.3817,0.3571
5,16,both_pca_gpf_logntc_bp_kt1_kg5_r10,0.7040,0.8662,0.1621,0.6980,0.5054,0.5161
5,16,both_pca_gpf_logntc_bp_kt1_kg5_r20,0.7017,0.8595,0.1578,0.6978,0.4304,0.3846
5,16,both_pca_gpf_logntc_kt1_kg5_r1,0.7026,0.8686,0.1659,0.6947,0.5741,0.5556
5,16,both_pca_gpf_logntc_kt3_kg5_r20,0.7054,0.8849,0.1795,0.6906,0.3148,0.2400
5,16,both_pca_gpf_logntc_kt3_kg5_r1,0.7108,0.9033,0.1925,0.6895,0.6125,0.6667
5,16,both_pca_gpf_logntc_bp_kt3_kg5_r10,0.7065,0.8944,0.1880,0.6875,0.4651,0.4667
5,16,both_pca_gpf_logntc_bp_kt2_kg5_r10,0.7017,0.8813,0.1796,0.6869,0.4651,0.4667
5,16,both_pca_gpf_logntc_bp_kt1_kg5_r5,0.6973,0.8683,0.1710,0.6868,0.5405,0.5625
5,16,both_pca_gpf_logntc_bp_kt3_kg5_r5,0.7066,0.9000,0.1934,0.6849,0.5422,0.5882
5,16,both_pca_gpf_logntc_kt2_kg5_r1,0.7023,0.8896,0.1873,0.6836,0.5805,0.6286
5,16,both_pca_gpf_logntc_bp_kt2_kg5_r20,0.6963,0.8726,0.1763,0.6832,0.3817,0.3571
5,16,both_pca_gpf_logntc_kt5_kg5_r10,0.7021,0.8962,0.1940,0.6801,0.4267,0.4138
5,16,both_pca_gpf_logntc_bp_kt2_kg5_r5,0.6964,0.8869,0.1905,0.6762,0.5054,0.5161
5,16,both_pca_gpf_logntc_kt1_kg3_r10,0.6752,0.7943,0.1191,0.6752,0.4591,0.4667
5,16,both_pca_gpf_logntc_bp_kt3_kg5_r20,0.6945,0.8837,0.1892,0.6749,0.3148,0.2400
5,16,both_pca_gpf_logntc_kt1_kg3_r20,0.6749,0.7898,0.1149,0.6749,0.3620,0.3077
5,16,both_pca_gpf_logntc_kt5_kg5_r5,0.6995,0.9026,0.2030,0.6730,0.5133,0.5455
5,16,both_pca_gpf_logntc_kt5_kg5_r20,0.6938,0.8861,0.1923,0.6727,0.3148,0.2400
5,16,both_pca_gpf_logntc_kt1_kg3_r5,0.6700,0.7951,0.1251,0.6700,0.5306,0.5143
5,16,both_pca_gpf_logntc_bp_kt1_kg3_r20,0.6655,0.7927,0.1272,0.6655,0.3356,0.2963
5,16,both_pca_gpf_logntc_bp_kt5_kg5_r10,0.6901,0.8957,0.2056,0.6623,0.4651,0.4667
5,16,both_pca_gpf_logntc_bp_kt1_kg5_r1,0.6810,0.8699,0.1890,0.6615,0.5741,0.5556
5,16,both_pca_gpf_logntc_kt1_kg3_r50,0.6613,0.7777,0.1163,0.6613,0.2315,0.0952
5,16,both_pca_gpf_logntc_bp_kt1_kg3_r10,0.6607,0.7966,0.1359,0.6607,0.5026,0.5161
5,16,both_pca_gpf_logntc_bp_kt5_kg5_r20,0.6851,0.8847,0.1996,0.6603,0.2911,0.2308
5,16,both_pca_gpf_logntc_kt1_kg3_r1,0.6597,0.7953,0.1356,0.6597,0.5974,0.5946
5,16,both_pca_gpf_logntc_bp_kt2_kg5_r1,0.6826,0.8903,0.2077,0.6538,0.5474,0.5882
5,16,both_pca_gpf_logntc_bp_kt3_kg5_r1,0.6868,0.9032,0.2164,0.6536,0.6067,0.5946
5,16,both_pca_gpf_logntc_bp_kt5_kg5_r5,0.6842,0.9023,0.2181,0.6502,0.5474,0.5882
5,16,both_pca_gpf_logntc_bp_kt1_kg3_r5,0.6502,0.7971,0.1470,0.6502,0.5372,0.5143
5,16,gland_pca_gpf_logntc_kg5_r1,0.6705,0.8631,0.1926,0.6492,0.5643,0.5000
5,16,both_pca_gpf_logntc_bp_kt1_kg3_r50,0.6478,0.7751,0.1274,0.6478,0.2315,0.0952
5,16,gland_pca_gpf_logntc_kg5_r5,0.6673,0.8583,0.1910,0.6468,0.5191,0.5000
5,16,both_pca_gpf_logntc_kt1_kg5_r50,0.6604,0.8398,0.1793,0.6458,0.2315,0.0952
5,16,pcs_only_kt1_kg3_r5,0.6454,0.7667,0.1213,0.6454,0.5000,0.4375
5,16,both_pca_gpf_logntc_bp_kt1_kg5_r50,0.6587,0.8364,0.1776,0.6449,0.2315,0.0952
5,16,pcs_only_kt1_kg3_r10,0.6448,0.7661,0.1213,0.6448,0.5512,0.4667
5,16,pcs_only_kt1_kg3_r1,0.6432,0.7668,0.1236,0.6432,0.5691,0.5556
5,16,gland_pca_gpf_logntc_kg7_r10,0.6744,0.8902,0.2158,0.6415,0.3749,0.3571
5,16,both_pca_gpf_logntc_kt2_kg5_r50,0.6636,0.8585,0.1949,0.6411,0.2865,0.1818
5,16,pcs_only_kt5_kg3_r20,0.6594,0.8468,0.1875,0.6406,0.2733,0.1739
5,16,gland_pca_gpf_logntc_kg5_r10,0.6617,0.8541,0.1923,0.6406,0.4785,0.4444
5,16,pcs_only_kt5_kg3_r50,0.6572,0.8417,0.1845,0.6399,0.2315,0.0952
5,16,gland_pca_gpf_logntc_kg7_r20,0.6716,0.8854,0.2137,0.6398,0.3553,0.3077
5,16,gland_pca_gpf_logntc_kg7_r5,0.6734,0.8933,0.2199,0.6384,0.4470,0.4848
5,16,pcs_only_kt1_kg3_r20,0.6373,0.7606,0.1233,0.6373,0.2963,0.0870
5,16,gland_pca_gpf_logntc_bp_kg5_r10,0.6595,0.8553,0.1958,0.6366,0.3817,0.3571
5,16,both_pca_gpf_logntc_kt5_kg5_r1,0.6761,0.9068,0.2306,0.6358,0.5741,0.5556
5,16,gland_pca_gpf_logntc_kg5_r20,0.6566,0.8488,0.1922,0.6355,0.3851,0.3200
5,16,both_pca_gpf_logntc_kt5_kg3_r50,0.6493,0.8289,0.1795,0.6346,0.2733,0.1739
5,16,gland_pca_gpf_logntc_bp_kg5_r5,0.6596,0.8603,0.2007,0.6343,0.4651,0.4667
5,16,gland_pca_gpf_logntc_bp_kg5_r20,0.6550,0.8484,0.1934,0.6332,0.3851,0.3200
5,16,both_pca_gpf_logntc_kt1_kg3_r100,0.6307,0.7688,0.1381,0.6307,0.2315,0.0952
5,16,both_pca_gpf_logntc_bp_kt2_kg5_r50,0.6541,0.8536,0.1995,0.6294,0.2865,0.1818
5,16,both_pca_gpf_logntc_kt2_kg3_r20,0.6335,0.7965,0.1629,0.6271,0.4225,0.3846
5,16,both_pca_gpf_logntc_kt5_kg5_r50,0.6588,0.8723,0.2135,0.6271,0.2733,0.1739
5,16,pcs_only_kt5_kg3_r10,0.6521,0.8559,0.2038,0.6252,0.5123,0.5000
5,16,gland_pca_gpf_logntc_kg7_r1,0.6659,0.8972,0.2313,0.6252,0.5064,0.5263
5,16,tumor_pca_gpf_logntc_kt7_r1,0.6643,0.8931,0.2288,0.6249,0.4811,0.5294
5,16,both_pca_gpf_logntc_kt2_kg3_r50,0.6291,0.7894,0.1603,0.6240,0.2865,0.1818
5,16,both_pca_gpf_logntc_kt5_kg3_r20,0.6463,0.8422,0.1959,0.6233,0.3062,0.2400
5,16,both_pca_gpf_logntc_bp_kt1_kg3_r1,0.6308,0.7969,0.1661,0.6227,0.5027,0.5263
5,16,both_pca_gpf_logntc_bp_kt5_kg5_r1,0.6673,0.9068,0.2395,0.6226,0.5741,0.5556
5,16,both_pca_gpf_logntc_bp_kt5_kg3_r50,0.6402,0.8273,0.1871,0.6217,0.2733,0.1739
5,16,gland_pca_gpf_logntc_bp_kg5_r1,0.6524,0.8646,0.2123,0.6212,0.5000,0.4375
5,16,gland_pca_gpf_logntc_bp_kg3_r20,0.6210,0.7748,0.1538,0.6191,0.2600,0.1667
5,16,both_pca_gpf_logntc_bp_kt1_kg3_r100,0.6175,0.7628,0.1453,0.6175,0.2315,0.0952
5,16,pcs_only_kt1_kg3_r50,0.6174,0.7510,0.1336,0.6174,0.2315,0.0952
5,16,both_pca_gpf_logntc_bp_kt5_kg5_r50,0.6516,0.8700,0.2184,0.6174,0.2733,0.1739
5,16,both_pca_gpf_logntc_kt3_kg5_r50,0.6513,0.8715,0.2202,0.6162,0.2865,0.1818
5,16,both_pca_gpf_logntc_kt2_kg3_r10,0.6276,0.8030,0.1755,0.6149,0.4532,0.4667
5,16,gland_pca_gpf_logntc_bp_kg3_r10,0.6187,0.7806,0.1619,0.6127,0.4267,0.4138
5,16,gland_pca_gpf_logntc_kg7_r50,0.6499,0.8748,0.2249,0.6125,0.2315,0.0952
5,16,both_pca_gpf_logntc_kt5_kg3_r100,0.6313,0.8219,0.1906,0.6110,0.1667,0.0000
5,16,gland_pca_gpf_logntc_bp_kg7_r10,0.6530,0.8889,0.2359,0.6101,0.3470,0.3448
5,16,gland_pca_gpf_logntc_bp_kg7_r20,0.6508,0.8826,0.2319,0.6098,0.3356,0.2963
5,16,gland_pca_gpf_logntc_bp_kg3_r50,0.6121,0.7688,0.1568,0.6087,0.2315,0.0952
5,16,both_pca_gpf_logntc_bp_kt3_kg5_r50,0.6443,0.8681,0.2238,0.6074,0.2865,0.1818
5,16,both_pca_gpf_logntc_bp_kt2_kg3_r50,0.6150,0.7852,0.1702,0.6049,0.2865,0.1818
5,16,pcs_only_kt5_kg3_r5,0.6403,0.8609,0.2207,0.6049,0.5228,0.4516
5,16,both_pca_gpf_logntc_bp_kt5_kg3_r20,0.6332,0.8405,0.2073,0.6046,0.3473,0.3077
5,16,gland_pca_gpf_logntc_bp_kg5_r50,0.6317,0.8361,0.2044,0.6045,0.2315,0.0952
5,16,gland_pca_gpf_logntc_kg5_r50,0.6324,0.8396,0.2071,0.6039,0.2733,0.1739
5,16,both_pca_gpf_logntc_kt5_kg3_r10,0.6354,0.8511,0.2158,0.6025,0.4895,0.4828
5,16,both_pca_gpf_logntc_bp_kt2_kg3_r20,0.6169,0.7965,0.1796,0.6021,0.3949,0.3704
5,16,gland_pca_gpf_logntc_kg3_r10,0.6105,0.7788,0.1683,0.6013,0.4061,0.3704
5,16,both_pca_gpf_logntc_bp_kt5_kg3_r100,0.6240,0.8193,0.1954,0.6013,0.1667,0.0000
5,16,gland_pca_gpf_logntc_bp_kg3_r5,0.6108,0.7846,0.1737,0.5990,0.4222,0.3333
5,16,gland_pca_gpf_logntc_kg3_r20,0.6062,0.7719,0.1657,0.5983,0.2600,0.1667
5,16,both_pca_gpf_logntc_kt3_kg3_r20,0.6231,0.8238,0.2008,0.5977,0.3619,0.3200
5,16,gland_pca_gpf_logntc_bp_kg7_r5,0.6454,0.8928,0.2474,0.5967,0.3806,0.4242
5,16,gland_pca_gpf_logntc_kg3_r5,0.6076,0.7823,0.1747,0.5953,0.5256,0.4516
5,16,both_pca_gpf_logntc_kt2_kg3_r5,0.6147,0.8053,0.1906,0.5944,0.3889,0.4375
5,16,both_pca_gpf_logntc_kt2_kg3_r100,0.6053,0.7846,0.1792,0.5907,0.1667,0.0000
5,16,both_pca_gpf_logntc_kt3_kg3_r50,0.6145,0.8123,0.1978,0.5906,0.2865,0.1818
5,16,both_pca_gpf_logntc_kt3_kg3_r10,0.6210,0.8322,0.2112,0.5904,0.3619,0.3200
5,16,both_pca_gpf_logntc_kt5_kg5_r100,0.6279,0.8622,0.2342,0.5858,0.2315,0.0952
5,16,gland_pca_gpf_logntc_bp_kg7_r50,0.6299,0.8686,0.2387,0.5855,0.2315,0.0952
5,16,gland_pca_gpf_logntc_kg3_r1,0.6007,0.7856,0.1848,0.5833,0.5380,0.4848
5,16,both_pca_gpf_logntc_bp_kt2_kg3_r10,0.6062,0.8028,0.1966,0.5829,0.3586,0.3871
5,16,tumor_pca_gpf_logntc_kt7_r5,0.6300,0.8770,0.2470,0.5815,0.5417,0.5625
