Round 3 Details
================================================================================

FEATURE-GT CORRELATIONS:
  gland_patch_ratio: r=-0.415
  tumor_median_nnd: r=+0.425
  tumor_mean_nnd: r=+0.405
  tumor_nnd_cv: r=-0.097
  gland_mask_fraction: r=-0.264
  gland_component_count: r=+0.216
  gland_component_count_norm: r=-0.260
  gland_mean_component_area: r=-0.190
  gland_median_component_area: r=-0.266
  gland_total_area_norm: r=-0.307
  gland_max_component_area: r=+0.015
  gland_large_component_count: r=+0.156
  gland_large_component_ratio: r=-0.257

ALL CONFIGURATIONS (sorted by adjusted score):
  gland_mask_frac_only__ElasticNet_a0.1: adjusted=-1.0000 (LOO r=-0.048, IS r=0.264, gap=0.312) [F1=0.167 QWK=0.000]
  gland_mask_frac_only__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.977, IS r=0.000, gap=0.977) [F1=0.167 QWK=0.000]
  gland_ratio_only__Ridge_a100: adjusted=-1.0000 (LOO r=0.032, IS r=0.415, gap=0.383) [F1=0.167 QWK=0.000]
  gland_ratio_only__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.188, IS r=0.415, gap=0.603) [F1=0.167 QWK=0.000]
  median_nnd_only__Ridge_a100: adjusted=-1.0000 (LOO r=0.033, IS r=0.425, gap=0.392) [F1=0.167 QWK=0.000]
  median_nnd_only__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.144, IS r=0.425, gap=0.569) [F1=0.167 QWK=0.000]
  gland_ratio+median_nnd__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.065, IS r=0.525, gap=0.589) [F1=0.167 QWK=0.000]
  gland_ratio+comp_count_norm__Ridge_a100: adjusted=-1.0000 (LOO r=0.061, IS r=0.401, gap=0.340) [F1=0.167 QWK=0.000]
  gland_ratio+comp_count_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.188, IS r=0.415, gap=0.603) [F1=0.167 QWK=0.000]
  gland_ratio+total_area_norm__Ridge_a100: adjusted=-1.0000 (LOO r=0.113, IS r=0.417, gap=0.304) [F1=0.167 QWK=0.000]
  gland_ratio+total_area_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.193, IS r=0.415, gap=0.608) [F1=0.167 QWK=0.000]
  gland_ratio+mean_area__Ridge_a100: adjusted=-1.0000 (LOO r=0.024, IS r=0.432, gap=0.408) [F1=0.167 QWK=0.000]
  gland_ratio+mean_area__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.188, IS r=0.415, gap=0.603) [F1=0.167 QWK=0.000]
  gland_ratio+large_count__Ridge_a100: adjusted=-1.0000 (LOO r=0.073, IS r=0.471, gap=0.398) [F1=0.167 QWK=0.000]
  gland_ratio+large_count__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.188, IS r=0.415, gap=0.603) [F1=0.167 QWK=0.000]
  gland_ratio+large_ratio__Ridge_a100: adjusted=-1.0000 (LOO r=0.071, IS r=0.398, gap=0.326) [F1=0.167 QWK=0.000]
  gland_ratio+large_ratio__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.188, IS r=0.415, gap=0.603) [F1=0.167 QWK=0.000]
  median_nnd+comp_count_norm__Ridge_a100: adjusted=-1.0000 (LOO r=0.109, IS r=0.469, gap=0.359) [F1=0.167 QWK=0.000]
  median_nnd+comp_count_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.148, IS r=0.425, gap=0.574) [F1=0.167 QWK=0.000]
  median_nnd+total_area_norm__Ridge_a100: adjusted=-1.0000 (LOO r=0.157, IS r=0.483, gap=0.326) [F1=0.167 QWK=0.000]
  median_nnd+total_area_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.199, IS r=0.425, gap=0.624) [F1=0.167 QWK=0.000]
  ratio+nnd+comp_count_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.065, IS r=0.525, gap=0.589) [F1=0.167 QWK=0.000]
  ratio+nnd+total_area_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.067, IS r=0.525, gap=0.592) [F1=0.167 QWK=0.000]
  ratio+nnd+mean_area__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.065, IS r=0.525, gap=0.589) [F1=0.167 QWK=0.000]
  ratio+nnd+large_count__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.065, IS r=0.525, gap=0.589) [F1=0.167 QWK=0.000]
  ratio+nnd+large_ratio__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.065, IS r=0.525, gap=0.589) [F1=0.167 QWK=0.000]
  ratio+nnd+mask_frac__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.065, IS r=0.525, gap=0.589) [F1=0.167 QWK=0.000]
  comp_count_norm+mean_area__Ridge_a100: adjusted=-1.0000 (LOO r=-0.391, IS r=0.402, gap=0.793) [F1=0.167 QWK=0.000]
  comp_count_norm+mean_area__ElasticNet_a0.1: adjusted=-1.0000 (LOO r=0.079, IS r=0.403, gap=0.324) [F1=0.167 QWK=0.000]
  comp_count_norm+mean_area__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.994, IS r=0.000, gap=0.994) [F1=0.167 QWK=0.000]
  comp_count_norm+total_area_norm__Ridge_a100: adjusted=-1.0000 (LOO r=-0.121, IS r=0.329, gap=0.449) [F1=0.167 QWK=0.000]
  comp_count_norm+total_area_norm__ElasticNet_a0.1: adjusted=-1.0000 (LOO r=-0.007, IS r=0.330, gap=0.337) [F1=0.213 QWK=0.091]
  comp_count_norm+total_area_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.840, IS r=0.307, gap=1.147) [F1=0.167 QWK=0.000]
  ratio+nnd+comp_count+area_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.067, IS r=0.525, gap=0.592) [F1=0.167 QWK=0.000]
  ratio+nnd+large_count+area_norm__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.067, IS r=0.525, gap=0.592) [F1=0.167 QWK=0.000]
  ratio+nnd+comp_count+mean_area__ElasticNet_a0.5: adjusted=-1.0000 (LOO r=-0.065, IS r=0.525, gap=0.589) [F1=0.167 QWK=0.000]

BEST: ratio+nnd+mask_frac__PLS_1 adjusted=0.4455
