plot_order,figure_panel,experiment,cohort,system,metric,denominator,n_cases,n_patients,n_answered,n_runs,value,sd_runs,ci95_case_lo,ci95_case_hi,ci95_pat_lo,ci95_pat_hi
15,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 15 selected,test pearson,answered,30,30,30,1,0.6816,0.0,,,,
16,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 16 selected,LOO pearson,answered,30,30,30,1,0.7467,0.0,,,,
16,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 16 selected,test pearson,answered,30,30,30,1,0.6884,0.0,,,,
17,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 17 selected,LOO pearson,answered,30,30,30,1,0.7613,0.0,,,,
17,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 17 selected,test pearson,answered,30,30,30,1,0.6942,0.0,,,,
18,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 18 selected,LOO pearson,answered,30,30,30,1,0.7705,0.0,,,,
18,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 18 selected,test pearson,answered,30,30,30,1,0.694,0.0,,,,
19,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 19 selected,LOO pearson,answered,30,30,30,1,0.7705,0.0,,,,
19,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 19 selected,test pearson,answered,30,30,30,1,0.694,0.0,,,,
20,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 20 selected,LOO pearson,answered,30,30,30,1,0.7889,0.0,,,,
20,Extended Data 4a,"Tubule formation grading, run 1 trajectory","TCGA-BRCA, 30 train (LOO) / 30 test",round 20 selected,test pearson,answered,30,30,30,1,0.7054,0.0,,,,
